FuelType,Displacement,Mileage,BodyType,Cylinders
PETROL,4000,9.8,SUV,8
PETROL,5000,9.6,SEDAN,8
PETROL,5000,9.6,SUV,8
PETROL,3000,11.6,SUV,6
PETROL,5000,10,SUV,8
PETROL,3000,11.6,SUV,6
PETROL,4700,9.8,SUV,8
PETROL,4000,7.8,CONVERTIBLE,8
PETROL,4000,7.8,COUPE,8
PETROL,4000,7.8,COUPE,8
PETROL,5200,10.6,COUPE,10
PETROL,5200,11.24,COUPE,10
PETROL,5200,8,COUPE,10
PETROL,5200,10.6,COUPE,10
PETROL,5200,11.24,COUPE,10
PETROL,5200,10.6,COUPE,10
PETROL,5200,10.6,COUPE,10
PETROL,5200,10.6,COUPE,10
PETROL,5200,10.6,CONVERTIBLE,10
PETROL,3900,5.5,COUPE,8
PETROL,3900,5.5,COUPE,8
PETROL,3900,5.5,COUPE,8
PETROL,6300,5.5,COUPE,8
PETROL,6500,5,COUPE,12
PETROL,6500,8.8,CONVERTIBLE,12
PETROL,6500,5,CONVERTIBLE,12
PETROL,6600,7.9,COUPE,12
PETROL,6700,9.8,CONVERTIBLE,12
PETROL,800,16.8,CONVERTIBLE,3
PETROL,800,16.8,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,20.6,MPV,3
PETROL,1200,15,MPV,4
DIESEL,1200,20,HATCHBACK,4
PETROL,1200,20.4,HATCHBACK,4
DIESEL,1500,25.5,HATCHBACK,4
PETROL,1200,20.4,HATCHBACK,4
DIESEL,1500,25.5,HATCHBACK,4
PETROL,1200,20.4,HATCHBACK,4
DIESEL,1500,25.5,HATCHBACK,4
DIESEL,1200,27.39,HATCHBACK,4
DIESEL,1200,27.39,HATCHBACK,4
DIESEL,1200,27.39,HATCHBACK,4
DIESEL,1200,27.39,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.04,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.4,HATCHBACK,4
PETROL,1200,21.04,HATCHBACK,4
PETROL,1200,18.9,HATCHBACK,4
PETROL,1200,19.77,HATCHBACK,4
PETROL,1200,17.49,HATCHBACK,4
PETROL,1200,17.49,HATCHBACK,4
PETROL,1200,19.77,HATCHBACK,4
CNG,1200,18.9,HATCHBACK,4
DIESEL,1200,19.5,HATCHBACK,4
PETROL,1400,14.9,SEDAN,4
DIESEL,1200,19.5,SEDAN,4
PETROL,1500,16.95,SEDAN,4
PETROL,1500,16.95,SEDAN,4
DIESEL,1500,22.71,SEDAN,4
DIESEL,1500,22.71,SEDAN,4
DIESEL,1500,22.71,SEDAN,4
PETROL,1500,17.97,SEDAN,4
DIESEL,1500,22.71,SEDAN,4
PETROL,1500,19.34,SEDAN,4
PETROL,1500,19.34,MPV,4
PETROL,1500,18.69,MPV,4
PETROL,1500,19.34,MUV,4
PETROL,1500,19.34,MUV,4
PETROL,1500,18.69,MUV,4
DIESEL,1500,24.2,MPV,4
DIESEL,1500,24.2,MPV,4
DIESEL,1500,24.2,MPV,4
HYBRID,1500,19.34,MPV,4
PETROL,1000,21.4,MUV,3
DIESEL,1500,25.5,HATCHBACK,3
PETROL,1200,17.5,SUV,4
DIESEL,1500,25.5,SUV,4
PETROL,1200,17.5,SUV,4
DIESEL,1500,25.5,SUV,4
PETROL,1200,17.5,SUV,4
DIESEL,1500,25.5,SUV,3
PETROL,1200,17.5,SUV,4
DIESEL,1500,25.5,SUV,4
DIESEL,1500,18.49,SUV,3
DIESEL,1500,18.49,SUV,3
DIESEL,1500,18.49,SUV,3
DIESEL,1500,18.49,SUV,3
DIESEL,1500,18.49,SUV,3
DIESEL,1500,18.49,SUV,3
DIESEL,1500,18.49,SUV,3
DIESEL,1200,23.65,SUV,4
DIESEL,1200,23.65,CROSSOVER,4
DIESEL,1200,23.65,CROSSOVER,4
DIESEL,1200,23.65,CROSSOVER,4
PETROL,1500,13.86,CROSSOVER,4
DIESEL,1500,20.37,SUV,4
DIESEL,1500,20.37,SUV,4
PETROL,1500,13.86,SUV,4
DIESEL,2500,13.9,SUV,4
DIESEL,2500,13.9,SUV,4
DIESEL,2200,14.02,SUV,4
DIESEL,2200,14.02,SUV,4
DIESEL,2200,14.02,SUV,4
PETROL,1500,16.8,SUV,4
PETROL,1500,16.8,SUV,4
PETROL,1500,16.8,SUV,4
PETROL,1500,16.8,SUV,4
PETROL,1500,16.8,SUV,4
DIESEL,1500,20,SUV,4
DIESEL,1500,20,SUV,4
DIESEL,1500,20,SUV,4
DIESEL,1500,20,SUV,4
DIESEL,1500,20,SUV,4
DIESEL,1500,20,SUV,4
PETROL,1400,16.1,SUV,4
PETROL,1400,16.1,SUV,4
PETROL,1400,16.5,SUV,4
PETROL,1400,16.1,SUV,4
DIESEL,1500,20,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,19.01,SUV,4
PETROL,1600,13.24,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,19.01,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,2200,14,SUV,4
DIESEL,2200,14,SUV,4
DIESEL,2200,14.1,SUV,4
DIESEL,2200,14.1,SUV,4
PETROL,1500,14.16,SUV,4
DIESEL,2000,17.41,SUV,4
DIESEL,2000,17.41,SUV,4
DIESEL,2000,17.41,SUV,4
DIESEL,2000,17.41,SUV,4
PETROL,1500,14.16,SUV,4
HYBRID,1500,14.16,SUV,4
HYBRID,1500,14.16,SUV,4
HYBRID,1500,14.16,SUV,4
PETROL,1500,13.96,SUV,4
PETROL,1500,13.96,SUV,4
PETROL,2000,14.6,SUV,4
PETROL,2000,14.6,SEDAN,4
PETROL,2000,14.6,SEDAN,4
PETROL,2000,14.6,SEDAN,4
DIESEL,2000,18.42,SEDAN,4
PETROL,2000,13.03,SUV,4
DIESEL,2000,16.38,SUV,4
PETROL,2000,12.95,SUV,4
DIESEL,2000,16.38,SUV,4
PETROL,2000,12.95,SUV,4
PETROL,2000,12.95,SUV,4
DIESEL,2000,16.38,SUV,4
DIESEL,2000,17.42,SUV,4
DIESEL,2000,17.42,SEDAN,4
DIESEL,2000,17.42,SEDAN,4
DIESEL,2000,17.42,SEDAN,4
PETROL,1600,15.5,SEDAN,4
DIESEL,2100,15.5,HATCHBACK,5
DIESEL,2000,16.8,HATCHBACK,4
PETROL,1600,16,HATCHBACK,4
PETROL,2000,14.41,HATCHBACK,4
DIESEL,2000,19.19,HATCHBACK,4
PETROL,2000,14.41,HATCHBACK,4
PETROL,2000,14.41,HATCHBACK,4
DIESEL,2000,12.06,HATCHBACK,4
DIESEL,2000,12.06,SEDAN,4
DIESEL,2000,16.05,SEDAN,8
PETROL,4000,14.49,SEDAN,4
PETROL,1500,12.06,COUPE,4
PETROL,1500,12.06,SEDAN,4
HYBRID,1800,23.9,SEDAN,4
HYBRID,2500,17.8,SEDAN,6
PETROL,2500,18.3,SEDAN,6
PETROL,2500,18.3,SUV,4
DIESEL,2000,16.38,SUV,4
PETROL,2000,21.27,SUV,4
DIESEL,2000,17.2,SUV,4
DIESEL,2000,17.2,SUV,6
PETROL,3000,13.38,CONVERTIBLE,6
DIESEL,3000,13.38,SUV,6
PETROL,3000,10.75,SUV,6
PETROL,3000,8.9,COUPE,6
PETROL,3000,9.1,COUPE,6
PETROL,3800,9,CONVERTIBLE,8
PETROL,4000,8,COUPE,12
PETROL,5900,12.9,COUPE,12
PETROL,6500,14.9,SEDAN,3
PETROL,800,23.7,COUPE,3
PETROL,800,24.7,HATCHBACK,3
DIESEL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,4
PETROL,1200,20.7,HATCHBACK,3
DIESEL,1200,20.7,HATCHBACK,3
DIESEL,1200,20.7,HATCHBACK,4
PETROL,1200,20.14,HATCHBACK,4
PETROL,1200,17.36,SEDAN,4
PETROL,1200,20.14,SEDAN,3
DIESEL,1100,25.4,SEDAN,3
DIESEL,1100,25.4,SEDAN,3
PETROL,1200,19.34,SEDAN,3
PETROL,1200,19.34,HATCHBACK,4
DIESEL,1500,23.08,HATCHBACK,4
DIESEL,1500,23.08,HATCHBACK,4
DIESEL,2500,15.96,HATCHBACK,4
DIESEL,2500,15.96,SUV,4
DIESEL,2500,15.96,SUV,4
DIESEL,2500,15.96,SUV,4
DIESEL,2500,15.96,SUV,4
DIESEL,1200,28.09,SUV,4
DIESEL,1200,28.09,SEDAN,4
DIESEL,1200,28.09,SEDAN,4
DIESEL,1200,28.09,SEDAN,4
PETROL,1500,21.56,SEDAN,4
PETROL,1500,21.56,SEDAN,4
PETROL,1500,21.56,SEDAN,4
PETROL,1500,21.56,SEDAN,4
PETROL,1500,20.28,SEDAN,4
PETROL,1500,20.28,SEDAN,4
PETROL,1500,20.28,SEDAN,4
DIESEL,1500,26.82,SEDAN,4
DIESEL,1500,26.32,SEDAN,4
DIESEL,1500,26.32,SEDAN,4
PETROL,1600,15.41,SEDAN,4
DIESEL,1500,21.13,SEDAN,4
PETROL,1600,15.41,SEDAN,4
DIESEL,1500,21.13,SEDAN,4
DIESEL,1500,21.72,SEDAN,4
PETROL,1600,14.84,SEDAN,4
DIESEL,1500,21.72,SEDAN,4
DIESEL,1500,21.13,SEDAN,4
PETROL,1600,15.41,SEDAN,4
PETROL,1600,14.84,SEDAN,4
PETROL,1600,15.41,SEDAN,4
PETROL,1600,14.84,SEDAN,4
DIESEL,1500,21.13,SEDAN,4
DIESEL,1500,21.72,SEDAN,4
PETROL,1400,16.3,SEDAN,4
DIESEL,1400,21.38,HATCHBACK,4
PETROL,1600,15.29,SUV,4
PETROL,1600,15.29,SUV,4
PETROL,1600,15.29,SUV,4
PETROL,1600,15.29,SUV,4
PETROL,1600,15.29,SUV,4
DIESEL,1400,21.38,SUV,4
DIESEL,1600,19.67,SUV,4
DIESEL,1600,19.67,SUV,4
DIESEL,1600,17.01,SUV,4
DIESEL,1600,19.67,SUV,4
DIESEL,1600,17.01,SUV,4
PETROL,1600,15.29,SUV,4
DIESEL,1600,19.67,SUV,4
DIESEL,1400,21.38,SUV,4
PETROL,1600,15.29,SUV,4
PETROL,1600,15.29,SUV,4
DIESEL,1600,19.67,SUV,3
DIESEL,2000,16.7,SUV,3
DIESEL,2000,16.7,SUV,3
DIESEL,2000,16.7,SUV,3
DIESEL,2000,16.7,HATCHBACK,3
DIESEL,2000,16.7,HATCHBACK,3
DIESEL,2000,16.7,HATCHBACK,4
DIESEL,2500,10.3,HATCHBACK,4
DIESEL,2500,10.3,PICK-UP,4
DIESEL,1900,10.3,PICK-UP,4
PETROL,2400,9.62,PICK-UP,4
PETROL,2000,13.8,SUV,4
DIESEL,2100,17.9,SUV,4
DIESEL,2100,17.9,SUV,4
PETROL,2000,13.8,SUV,4
DIESEL,2100,17.9,SUV,4
PETROL,2000,13.8,SUV,4
HYBRID,2000,23.1,SUV,4
DIESEL,2000,18.12,SEDAN,6
DIESEL,3000,14.69,SEDAN,6
PETROL,2000,15.01,SEDAN,6
DIESEL,3000,16.46,SEDAN,6
DIESEL,3000,16.46,SEDAN,8
PETROL,4400,7.94,SEDAN,4
DIESEL,2000,21.76,COUPE,6
PETROL,3000,10.8,SEDAN,6
PETROL,2000,10.8,SUV,6
PETROL,5000,14.3,SUV,8
PETROL,5000,12.05,COUPE,8
PETROL,5000,12.05,COUPE,6
PETROL,2000,15.3,CONVERTIBLE,8
PETROL,2000,10.7,COUPE,4
PETROL,2000,10.85,CONVERTIBLE,8
PETROL,4400,9.8,COUPE,8
DIESEL,5500,18,SEDAN,3
PETROL,3900,5.5,SUV,3
PETROL,1000,22.5,COUPE,3
PETROL,1000,22.5,HATCHBACK,3
PETROL,1200,21.5,HATCHBACK,3
PETROL,1000,22.5,HATCHBACK,3
PETROL,1200,21.5,HATCHBACK,3
PETROL,1200,21.5,HATCHBACK,3
PETROL,1200,21.5,HATCHBACK,3
PETROL,1000,22.5,HATCHBACK,3
PETROL,1000,22.5,HATCHBACK,3
PETROL,1200,21.5,HATCHBACK,3
PETROL,1200,21.5,HATCHBACK,3
PETROL,1000,22.5,HATCHBACK,3
CNG,1000,33.54,HATCHBACK,3
CNG,1000,33.54,HATCHBACK,3
PETROL,1200,23.84,HATCHBACK,3
DIESEL,1000,27.28,CROSSOVER,3
PETROL,1200,23.84,CROSSOVER,3
DIESEL,1500,17.21,CROSSOVER,3
DIESEL,1500,17.21,SUV,3
DIESEL,1500,17.21,SUV,3
DIESEL,1500,17.21,SUV,3
DIESEL,1500,16.21,SUV,4
DIESEL,1500,16.21,SUV,4
PETROL,1500,14.23,SUV,4
PETROL,1500,14.23,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,20.45,SUV,4
DIESEL,1500,20.45,SUV,4
HYBRID,2500,23.2,SUV,6
DIESEL,2000,19.2,SEDAN,6
DIESEL,3000,18,SEDAN,6
DIESEL,3000,18,SUV,6
PETROL,3000,9.17,SUV,6
PETROL,3000,9.17,SUV,6
DIESEL,3000,18,SUV,6
PETROL,3000,9.17,SUV,6
DIESEL,3000,18,SUV,6
PETROL,3000,9.17,SUV,6
HYBRID,3500,15.4,SUV,6
HYBRID,3500,15.4,SUV,6
HYBRID,3500,15.4,SUV,6
PETROL,6700,5,SUV,12
PETROL,6700,7,SEDAN,12
PETROL,1200,15.7,SEDAN,4
DIESEL,1200,20.5,HATCHBACK,4
DIESEL,1200,20.3,HATCHBACK,4
DIESEL,1200,21.2,HATCHBACK,4
PETROL,1500,17.1,HATCHBACK,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.8,SEDAN,4
PETROL,1500,17.8,SEDAN,4
PETROL,1500,17.8,SEDAN,4
PETROL,1500,17.8,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1500,17.1,SEDAN,4
PETROL,1400,16.7,SEDAN,4
DIESEL,2000,21,SEDAN,4
PETROL,1400,16.7,SEDAN,4
PETROL,1800,15.1,SEDAN,4
DIESEL,2000,21,SEDAN,4
DIESEL,2000,19.5,SEDAN,4
PETROL,1800,15.1,SEDAN,4
DIESEL,2000,19.5,SEDAN,4
PETROL,1400,16.7,SEDAN,4
DIESEL,2000,21,SEDAN,4
PETROL,1800,15.1,SEDAN,4
DIESEL,2000,19.5,SEDAN,4
PETROL,2000,13.51,SEDAN,6
DIESEL,2000,18.18,SUV,6
PETROL,3000,11.6,SUV,8
PETROL,3000,15.3,SEDAN,4
DIESEL,1500,21,SEDAN,4
DIESEL,1500,21,SEDAN,4
DIESEL,1500,21,SEDAN,4
DIESEL,2500,10.77,SUV,4
DIESEL,2500,10.77,SUV,4
DIESEL,2500,10.77,SUV,4
DIESEL,2500,10.77,SUV,4
DIESEL,2500,10.77,SUV,4
PETROL,4000,4,SEDAN,8
PETROL,6000,4,SEDAN,12
PETROL,1500,17.4,SEDAN,4
PETROL,1500,17.8,SEDAN,4
PETROL,1500,17.4,SEDAN,4
PETROL,1500,18,SEDAN,4
DIESEL,1500,25.6,SEDAN,4
DIESEL,1500,25.6,SEDAN,4
DIESEL,1500,25.1,SEDAN,4
DIESEL,1500,25.1,SEDAN,4
PETROL,1500,22.6,SEDAN,4
PETROL,1500,17.8,SEDAN,4
DIESEL,3200,11.56,SUV,8
CNG,1000,35,HATCHBACK,3
CNG,800,38,HATCHBACK,3
CNG,600,40,HATCHBACK,3
